user_review_count,user_useful,user_funny,user_cool,user_fans,user_avg_stars,business_stars,business_review_count,business_category,review_useful,review_funny,review_cool,review_stars
13,0,0,0,0,2.85,3.5,168,Restaurants,0,0,0,4
13,0,0,0,0,2.85,3.5,168,Gastropubs,0,0,0,4
13,0,0,0,0,2.85,3.5,168,"American (New)",0,0,0,4
13,0,0,0,0,2.85,3.5,168,Bars,0,0,0,4
84,80,9,10,6,3.83,3,238,Vietnamese,0,0,0,2
84,80,9,10,6,3.83,3,238,Restaurants,0,0,0,2
9,0,0,0,0,5,5,11,"Motorcycle Dealers",0,0,0,5
9,0,0,0,0,5,5,11,Automotive,0,0,0,5
9,0,0,0,0,5,5,11,"Motorcycle Repair",0,0,0,5
7,0,0,0,0,4.71,3.5,137,Restaurants,0,0,0,5
7,0,0,0,0,4.71,3.5,137,Bars,0,0,0,5
7,0,0,0,0,4.71,3.5,137,Pubs,0,0,0,5
7,0,0,0,0,4.71,3.5,137,Burgers,0,0,0,5
7,0,0,0,0,4.71,3.5,137,"American (Traditional)",0,0,0,5
7,0,0,0,0,4.71,3.5,137,Nightlife,0,0,0,5
42,7,1,0,0,4.07,5,16,"Active Life",0,0,0,5
42,7,1,0,0,4.07,5,16,"Fitness & Instruction",0,0,0,5
42,7,1,0,0,4.07,5,16,"Cycling Classes",0,0,0,5
441,3030,960,1307,46,3.79,3.5,42,Nightlife,1,0,0,3
441,3030,960,1307,46,3.79,3.5,42,Bars,1,0,0,3
441,3030,960,1307,46,3.79,3.5,42,Lounges,1,0,0,3
68,33,2,2,1,2.71,4,208,Restaurants,0,1,0,4
68,33,2,2,1,2.71,4,208,Chinese,0,1,0,4
219,33,16,12,6,3.38,3,925,"Adult Entertainment",0,0,0,2
219,33,16,12,6,3.38,3,925,Nightlife,0,0,0,2
219,33,16,12,6,3.38,3,925,"Dance Clubs",0,0,0,2
219,33,16,12,6,3.38,3,925,"Arts & Entertainment",0,0,0,2
1,0,1,0,0,5,5,5,"Mass Media",0,0,0,5
1,0,1,0,0,5,5,5,"Print Media",0,0,0,5
186,3963,2654,3042,34,4.16,4,23,"Beauty & Spas",1,0,0,5
186,3963,2654,3042,34,4.16,4,23,Massage,1,0,0,5
186,3963,2654,3042,34,4.16,4,23,"Active Life",1,0,0,5
186,3963,2654,3042,34,4.16,4,23,Yoga,1,0,0,5
186,3963,2654,3042,34,4.16,4,23,"Day Spas",1,0,0,5
186,3963,2654,3042,34,4.16,4,23,"Fitness & Instruction",1,0,0,5
52,34,5,18,0,4.04,4,39,Gastropubs,4,0,1,5
52,34,5,18,0,4.04,4,39,Restaurants,4,0,1,5
52,34,5,18,0,4.04,4,39,Nightlife,4,0,1,5
52,34,5,18,0,4.04,4,39,"American (New)",4,0,1,5
52,34,5,18,0,4.04,4,39,Bars,4,0,1,5
52,34,5,18,0,4.04,4,39,Pubs,4,0,1,5
2,0,0,0,0,3,4,136,Restaurants,1,0,0,1
2,0,0,0,0,3,4,136,Japanese,1,0,0,1
299,258,27,10,92,3.97,4,338,Restaurants,2,0,1,4
299,258,27,10,92,3.97,4,338,Sandwiches,2,0,1,4
299,258,27,10,92,3.97,4,338,Italian,2,0,1,4
299,258,27,10,92,3.97,4,338,"Chicken Wings",2,0,1,4
299,258,27,10,92,3.97,4,338,Pizza,2,0,1,4
52,0,0,0,0,4.08,2.5,30,"Hotels & Travel",0,0,0,2
52,0,0,0,0,4.08,2.5,30,"Event Planning & Services",0,0,0,2
52,0,0,0,0,4.08,2.5,30,Hotels,0,0,0,2
5,0,0,1,0,3.6,4.5,112,Breweries,0,0,0,5
5,0,0,1,0,3.6,4.5,112,Food,0,0,0,5
5,0,0,1,0,3.6,4.5,112,Mexican,0,0,0,5
5,0,0,1,0,3.6,4.5,112,Restaurants,0,0,0,5
5,0,0,1,0,3.6,4.5,112,Seafood,0,0,0,5
3,0,0,0,0,5,4.5,10,"Home Services",0,0,0,5
3,0,0,0,0,5,4.5,10,Electricians,0,0,0,5
379,186,92,203,14,3.67,3,48,Restaurants,0,0,0,4
379,186,92,203,14,3.67,3,48,Japanese,0,0,0,4
379,186,92,203,14,3.67,3,48,"Sushi Bars",0,0,0,4
190,17,7,1,9,3.21,4,1273,Restaurants,2,1,1,3
190,17,7,1,9,3.21,4,1273,Salad,2,1,1,3
190,17,7,1,9,3.21,4,1273,Desserts,2,1,1,3
190,17,7,1,9,3.21,4,1273,"American (New)",2,1,1,3
190,17,7,1,9,3.21,4,1273,Food,2,1,1,3
33,4,0,0,1,3.66,4,80,"Asian Fusion",0,0,0,4
33,4,0,0,1,3.66,4,80,"Sushi Bars",0,0,0,4
33,4,0,0,1,3.66,4,80,Restaurants,0,0,0,4
33,4,0,0,1,3.66,4,80,Japanese,0,0,0,4
65,28,3,3,6,4.15,4,491,Nightlife,0,0,0,5
65,28,3,3,6,4.15,4,491,Bars,0,0,0,5
65,28,3,3,6,4.15,4,491,Restaurants,0,0,0,5
65,28,3,3,6,4.15,4,491,Mexican,0,0,0,5
20,0,1,2,1,3.75,4,723,"Breakfast & Brunch",0,0,0,5
20,0,1,2,1,3.75,4,723,Mexican,0,0,0,5
20,0,1,2,1,3.75,4,723,Restaurants,0,0,0,5
20,0,1,2,1,3.75,4,723,"American (New)",0,0,0,5
20,0,1,2,1,3.75,4,723,Tex-Mex,0,0,0,5
195,127,17,12,7,3.12,2.5,8,Food,0,0,0,2
195,127,17,12,7,3.12,2.5,8,"Convenience Stores",0,0,0,2
63,10,1,0,1,4.27,4,1049,Breweries,0,0,0,5
63,10,1,0,1,4.27,4,1049,"Breakfast & Brunch",0,0,0,5
63,10,1,0,1,4.27,4,1049,"Latin American",0,0,0,5
63,10,1,0,1,4.27,4,1049,Bars,0,0,0,5
63,10,1,0,1,4.27,4,1049,Food,0,0,0,5
63,10,1,0,1,4.27,4,1049,Nightlife,0,0,0,5
63,10,1,0,1,4.27,4,1049,"Wine Bars",0,0,0,5
63,10,1,0,1,4.27,4,1049,Burgers,0,0,0,5
63,10,1,0,1,4.27,4,1049,Pizza,0,0,0,5
